Column 1	ID	Column 2	Column 3
Shukla, Hira Lal, 1939-....	39441362	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shukla,%20Hira%20Lal.
Lalewicz, Janusz, 1939-1985	9871085	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lalewicz,%20Janusz.
Ely, Timothy C.	79420068	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ely,%20Timothy.
Tchaikovsky, Peter Ilich, 1840-1893	99258155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beethoven,%20Ludwig%20van,%201770-1827.
Nicholson, Linda, 1955-....	119263007	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nicholson,%20Linda,%201955-
Boccherini, Luigi, 1743-1805.	89067361	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Boccherini,%20Luigi,%201743-1805.
Pais, Aldo	42242782	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pais,%20Aldo.
Boccherini, Luigi, 1743-1805.	89067361	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Boccherini,%20Luigi,%201743-1805.
Pais, Aldo	42242782	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pais,%20Aldo.
Dalla Vecchia, Wolfango 1923-1994	79457913	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dalla%20Vecchia,%20Wolfango.
Greer, Albert, 1937-	104030074	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Greer,%20Albert,%201937-
Willan, Healey, 1880-1968.Lake Isle of Innisfree.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Willan,%20Healey,%201880-1968.Lake%20Isle%20of%20Innisfree.
Brough, George	16278519	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brough,%20George.
Mahler, Christina	12497026	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mahler,%20Christina.
Miller, Douglas, flutist.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Miller,%20Douglas,%20flutist.
Gordon, Bonnie, 1968-....	37199669	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gordon,%20Bonnie%20Bilyeu.
Saro-Wiwa, Ken, 1941-1995	113697883	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saro-Wiwa,%20Ken,%201941-1995.
Calgary Regional Planning Commission.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Calgary%20Regional%20Planning%20Commission.
CEP Consultants Ltd.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22CEP%20Consultants%20Ltd.
J.R. Century Petroleum Consultants Ltd.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22J.R.%20Century%20Petroleum%20Consultants%20Ltd.
Goria, Wade R.	110932342	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Goria,%20Wade%20R.
Allsop, William	6735364	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institution%20of%20Civil%20Engineers%20(Great%20Britain)
Great Britain. Manpower Services Commission.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Great%20Britain.%20Manpower%20Services%20Commission.
Grümmer, Gerhard, 1926-1995	71433073	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grümmer,%20Gerhard.
Giovanni, Nikki, 1943-....	12321760	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Giovanni,%20Nikki.
Martin, George R.R. 1948-	98636170	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Martins,%20George.,
Stokes, Telfer 1940-....	199298951	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stokes,%20Telfer.
Douglas-Cooper, Helen.	61596993	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Douglas,%20Helen.
Weproductions,		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Weproductions,
Field, Richard Henning, 1944-	26025684	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Field,%20Richard%20Henning,%201944-
Cross, Michael S., 1938-	76438051	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cross,%20Michael%20S.,%201938-
Diviney, David	309723715	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Art%20Gallery%20of%20Nova%20Scotia.
O'Brian, John, 1944-....	85445774	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Mendel%20Art%20Gallery.
Pärt, Arvo, 1935-	111612090	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pärt,%20Arvo.
Moore, Henry, 1898-1986	32000652	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moore,%20David%20S.
Schelling, Thomas C., 1921-	71397440	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Crombie,%20John.
Bourne, Sheila, 1940-	24598505	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bourne,%20Sheila.
Tisdell, C. A. (Clement Allan)	61618060	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Davis,%20M.%20H.%20A.
Vinter, R.B. (Richard B.)	94691868	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vinter,%20R.%20B.%20(Richard%20B.)
Mahajan, Serena, 1955-		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mahajan,%20Serena,%201955-
Banerjee, Priyatosh, 1920-2007	46810951	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Banerjee,%20P.%20(Priyatosh),%201920-2007.
Butterfield, R. (Roy)	56684893	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Butterfield,%20R.%20(Roy)
Goehr, Walter, 1903-1960	100254959	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Goehr,%20Alexander,%201932-
Ben Baruch, Ephraim	25992359	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ben%20Baruch,%20Ephraim.
Neumann, Yoram, 1947-	6331720	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Neumann,%20Yoram,%201947-
Fiddler, Sid.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fiddler,%20Sid.
Federation of Saskatchewan Indian Nations. Health and Social Development Commission.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Federation%20of%20Saskatchewan%20Indian%20Nations.%20Health%20and%20Social %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development%20Commission.
Dene/Metis Negotiations Secretariat.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dene/Metis%20Negotiations%20Secretariat.
Nāgārjuna	266092044	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nāgārjuna,%202nd%20century.
Sempā Dorje	206027941	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sempā%20Dorje.
Ives, Charles, 1874-1954.	39562133	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ives,%20Charles,%201874-1954.
Thomas, Michael Tilson-, 1944-..	84228944	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tilson%20Thomas,%20Michael,%201944-%20,
Mahler, Gustav, 1860-1911.	61732497	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Concertgebouworkest.,
Wright, Martin	22207704	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Concertgebouworkest.%20Koor,
Dawkins, Heather, 1957-....	37196674	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dawkins,%20Heather,%201957-
Kolbowski, Silvia	916970	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kolbowski,%20Silvia.
Diamond, Sara	8892423	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Diamond,%20Sara.
Association of National Non-profit Artists Centres.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Association%20of%20National%20Non-profit%20Artists%20Centres.
Annapolis Brass Quintet.,		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Annapolis%20Brass%20Quintet.,
Lehwalder, Heidi	45677710	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lehwalder,%20Heidi.,
小比賀, 優子, 1960-	251715553	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McDonough,%20John.,
Bonazzi, Elaine, 1936-....	17410361	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bonazzi,%20Elaine.,
Riemann, Hugo, 1849-1919	8180179	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Riemann,%20Hugo,%201849-1919.
Beck, Leland L.	108148470	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beck,%20Leland%20L.
Banko, Rosalie, 1941-	11464209	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Banko,%20Rosalie,%201941-
Barlow, Jeffrey G., 1946-	263863238	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Barlow,%20Jeffrey.
Bonkowski, Francis J.	104356026	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bonkowski,%20Francis%20J.
McKelvie, B. A. (Bruce Alistair), 1889-1960	13912053	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McKelvie,%20B.%20A.%20(Bruce%20Alistair),%201889-1960.
Hall, Gayle C.	55678419	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hall,%20Gayle%20C.
Phi Delta Kappa. Center on Evaluation, Development, and Research.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Phi%20Delta%20Kappa.%20Center%20on%20Evaluation,%20Development,%20and %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research.
Swears, Linda	48079733	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Swears,%20Linda.
Knorr von Rosenroth, Christian, 1636-1689.	95248229	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Millet,%20Christian.
Canadian Centre for Occupational Health and Safety.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.
Pytlik, Edward C.	93597884	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pytlik,%20Edward%20C.
Lauda, Donald P.	48227548	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lauda,%20Donald%20P.
Carter, Jimmy, 1924-....	247888433	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20David%20L.
Hilliard, Robert L., 1925-....	279754145	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hilliard,%20Robert%20L.,%201925-
Krasner, David, 1952-....	119418583	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Emerson%20College.
Scherf, Walter, 1920-2010	212473482	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Goethe-Institut%20(Munich,%20Germany)
Rüden, Peter von 1946-	57710386	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Adolf-Grimme-Institut.
Arzamendi, Jesús	27129786	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arzamendi,%20Jesús.
Whybray, R. N. (Roger Norman)	61582309	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Whybray,%20R.%20N.%20(Roger%20Norman)
Kiely, Benedict	44326385	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kiely,%20Benedict.
Wetzel, Gregory F., 1950-	18630187	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wetzel,%20Gregory%20F.,%201950-
Bulgren, William G.	11178131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bulgren,%20William%20G.
Vito, Gennaro F.	108738107	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vito,%20Gennaro%20F.
Wilson, Deborah G., Ph. D.	276157838	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilson,%20Deborah%20G.,%20Ph.%20D.
Moyer, Sharon	11108861	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moyer,%20Sharon.
Carrington, Peter J.	120304695	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carrington,%20Peter%20J.
Canada. Ministry of the Solicitor General.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.
Canada. Ministry of the Solicitor General. Programs Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Banff Centre.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Banff%20Centre.
Vallianatos, Helen	106616816	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Culture.
Alberta. Visual Arts.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Visual%20Arts.
Walter J. Phillips Gallery.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Walter%20J.%20Phillips%20Gallery.
Brontë, Charlotte, 1816-1855.	71388025	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Patrick,%20G.%20C.
Petroleum Association for Conservation of the Canadian Environment.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Petroleum%20Association%20for%20Conservation%20of%20the%20Canadian %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Environment.
McQuillen, Michael J., 1944-....	262985836	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McQuillen,%20Michael%20J.,%201944-
Garvey, William P., 1935-....	268539958	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Garvey,%20William%20P.,%201935-
Albright, Horace M. (Horace Marden), 1890-1987	40176479	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Albright,%20Horace%20M.%20(Horace%20Marden),%201890-1987.
Cahn, Robert, 1917-1997	115812521	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cahn,%20Robert,%201917-1997.
Mosconi, Davide	22769081	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mosconi,%20Davide.
Villarosa, Riccardo, 1950-	32585740	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Villarosa,%20Riccardo,%201950-
Fuld, James J., 1916-	114070997	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fuld,%20James%20J.,%201916-2008.
Myhrer, Keith	16370653	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Myhrer,%20Keith.
Lyneis, Margaret M.	114007135	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lyneis,%20Margaret%20M.
Gerstäcker, Friedrich, 1816-1872.	41840639	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zale,%20Thomas%20F.
Hanes, Richard Clay, 1946-	115512207	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hanes,%20Richard%20Clay,%201946-
United States. Bureau of Land Management. Nevada State Office.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20Bureau%20of%20Land%20Management.%20Nevada%20State %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Office.
Roberts, Doreen	85310115	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kilner,%20Geoffrey.
McCaig, Robert	169627558	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McCaig,%20Robert.
Woods, Ngaire.	61664620	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commonwealth%20Secretariat.
Commonwealth Council for Educational Administration.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commonwealth%20Council%20for%20Educational%20Administration.
Kondoleon, Harry	93685698	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kondoleon,%20Harry.
Charrière, Gérard, 1935-	21179995	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Charrière,%20Gérard,%201935-
Oates, Joyce Carol, 1938-....	108187427	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Joyce,%20Carol.
Beard, Mark	22788544	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beard,%20Mark.
Wigmore, Barrie A.	38315294	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wigmore,%20Barrie%20A.
Beckwith, Burnham P. (Burnham Putnam), 1904-	109516912	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beckwith,%20Burnham%20P.%20(Burnham%20Putnam),%201904-
Onwueme, Osonye Tess	32062688	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Onwueme,%20Osonye%20Tess.
Hinnebusch, William A.	36954548	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hinnebusch,%20William%20A.
Smith, Godfrey, 1926-	110539505	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Smith,%20Godfrey,%201926-
Allen, W.B. (William Barclay), 1944-	97618156	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20W.%20B.%20(William%20Barclay),%201944-
Lloyd, Gordon, 1942-....	111643411	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lloyd,%20Gordon,%201942-
Lloyd, Margie.	3885686	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lloyd,%20Margie.
Thomson, Peter, 1938-....	64020126	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Thomson,%20Peter,%201938-
Salgādo, Gāmini, 1929-	108264711	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Salgādo,%20Gāmini,%201929-1985.
Alberta. Environmental Assessment Division.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Environmental%20Assessment%20Division.
Alberta. Alberta Environment.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Environment.
Macdonald, Ross, 1915-1983	60355518	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Macdonald,%20Ross,%201915-1983.
Welty, Eudora, 1909-2001	4938026	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Welty,%20Eudora,%201909-2001.
Macdonald, Ross 1915-1983	118144814446106715563	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sipper,%20Ralph%20B.
Lydon, John, 1956-....	84036841	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Teitelbaum,%20Michael%20S.
Schlözer, August Ludwig von, 1735-1809.	19800799	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Winter,%20J.%20M.
Lill, Wendy, 1950-	48230190	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lill,%20Wendy,%201950-
Doty, C. Stewart (Charles Stewart)	93629540	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Doty,%20C.%20Stewart%20(Charles%20Stewart)
Federal Writers' Project.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Federal%20Writers'%20Project.
Hairs, Marie-Louise.	66616767	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hairs,%20Marie-Louise.
Finet, Dominique	268874685	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Finet,%20Dominique.
Stevenson, Marc	7540903	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stevenson,%20Marc.
Henry, Donald O.	2519384	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20for%20American%20Archaeology.
Stanford Program on International and Cross-Cultural Education.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Stanford%20Program%20on%20International%20and%20Cross-Cultural %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Education.
Joslin, Mary Coker, 1922-...	14896572	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Joslin,%20Mary%20Coker,%201922-
Hoxie, Frederick E., 1947-....	101596558	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hoxie,%20Frederick%20E.,%201947-
Grob, Gerald N., 1931-....	14854091	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grob,%20Gerald%20N.,%201931-
Yu, Xintun	40855600	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Japan.%20Gaimushō.
Plato	108159964	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gil,%20Benjamin.
Kenya. Dept. of the Registrar-General.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Kenya.%20Dept.%20of%20the%20Registrar-General.
Anker, Richard, 1943-	44429831	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations%20Fund%20for%20Population%20Activities.
Miller, Donald L., 1944-....	57810088	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Miller,%20Donald%20L.,%201944-
Sharpless, Richard E.	18640999	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sharpless,%20Richard%20E.
Pedrick, Kathryn E.	72825842	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pedrick,%20Kathryn%20E.
United States. Bureau of Land Management. Nevada State Office.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20Bureau%20of%20Land%20Management.%20Nevada%20State %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Office.
Conomos, Dimitri E.	7441475	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Conomos,%20Dimitri%20E.
McDonald, David A.	94757082	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Petro-Canada.
Environmental Law Centre (Alta.)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Environmental%20Law%20Centre%20(Alta.)
Freedman, Estelle B., 1947-....	72554614	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Freedman,%20Estelle%20B.,%201947-
O'Connor, Frank, 1903-1966	39396585	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22O'Connor,%20Frank,%201903-1966.
Eldin, Peter, 1939-	102164037	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Eldin,%20Peter,%201939-
Diehl, Patrick S.	27189580	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Diehl,%20Patrick%20S.
Hoover, Paul, 1945-	6947499	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hoover,%20Paul,%201945-
National Institute of Handicapped Research (U.S.)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Institute%20of%20Handicapped%20Research%20(U.S.)
Harman, Thomas L., 1942-....	77513652	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harman,%20Thomas%20L.,%201942-
Massie, Elizabeth.	101611139	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lawson,%20Barbara.
Hamilton, Peter F., 1960-....	39546001	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rutland,%20Peter.
Parnell, Dale, 1928-	117923287	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parnell,%20Dale,%201928-
Hawker, Margaret	21085677	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hawker,%20Margaret.
Payne, Darwin Reid	75151094	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Payne,%20Darwin%20Reid.
Leyendecker, Liston E.	38404643	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Leyendecker,%20Liston%20E.
Tolley, A. T. (A. Trevor)	66500405	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tolley,%20A.%20T.%20(A.%20Trevor)
Kuhn, Annette, 1934-....	4972420	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kuhn,%20Annette.
Harzig, Christiane.	39629069	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harzig,%20Christiane.
Hoerder, Dirk, 1943-....	27077762	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hoerder,%20Dirk.
Hoerder, Dirk, 1943-....	27077762	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Labor%20Migration%20Project.
Hoerder, Dirk, 1943-....	27077762	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Labor%20Newspaper%20Preservation%20Project.
McCloskey, Deirdre N.	41854197	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McCloskey,%20Deirdre%20N.
Corley-Smith, Peter, 1923-	8831252	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Corley-Smith,%20Peter,%201923-
Knowlton, Rennie	1455450	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Knowlton,%20Rennie.
Glissant, Édouard, 1928-2011	54148277	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Glissant,%20Édouard,%201928-2011.
Callen, Herbert B.	64066844	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Callen,%20Herbert%20B.
Sillanpaa, Len.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sillanpaa,%20Len.
Northern Affairs Program (Canada). Office of the Northern Research and Science Advisor.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northern%20Affairs%20Program%20(Canada).%20Office%20of%20the%20Northern%20Research %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20and%20Science%20Advisor.
Pallottino, Massimo, 1909-1995	44303365	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pallottino,%20Massimo.
Pandolfini Angeletti, Maristella	44294042	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pandolfini%20Angeletti,%20Maristella.
Danielsson, Olof August, 1852-1933	39372009	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Istituto%20di%20studi%20etruschi%20ed%20italici.
Melnyk, George.	79126936	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Melnyk,%20George.
Elman, Natalie Madorsky	75155598	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Elman,%20Natalie%20Madorsky.
Center for Applied Research in Education.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Center%20for%20Applied%20Research%20in%20Education.
Watt, James C.Y.	44394922	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Watt,%20James%20C.%20Y.
