Síndico, Doménico.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Síndico,%20Doménico.	http://example.org/1334445#Agent700-27
Cerutti, Mario.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cerutti,%20Mario.	http://example.org/1334445#Agent700-28
Hajnal, László Gábor.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hajnal,%20László%20Gábor.	http://example.org/1329424#Agent100-9
Austen, Jane, 1775-1817.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Austen,%20Jane,%201775-1817.	http://example.org/1339375#Agent100-9
Squires, Darlene C.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Squires,%20Darlene%20C.	http://example.org/1328919#Agent100-9
Arrom, José Juan, 1910-2007.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arrom,%20José%20Juan,%201910-2007.	http://example.org/1361037#Agent100-12
Bautista, Renato G.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bautista,%20Renato%20G.	http://example.org/1344332#Agent700-20
Wesely, Rolf J.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wesely,%20Rolf%20J.	http://example.org/1344332#Agent700-21
Metallurgical Society of AIME. Electrolytic Processes Committee.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metallurgical%20Society%20of%20AIME.%20Electrolytic%20Processes %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.	http://example.org/1344332#Agent710-22
AIME Meeting. (114th : 1985 : New York, N.Y.)	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22AIME%20Meeting.%20(114th%20:%201985%20:%20New%20York,%20N.Y.)	http://example.org/1344332#Agent711-23
Bach, Johann Christian, 1735-1782.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bach,%20Johann%20Christian,%201735-1782.	http://example.org/1338676#Agent100-16
Simon, Edwin J.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simon,%20Edwin%20J.	http://example.org/1338676#Agent700-29
Drovetti, Bernardino, 1776-1852.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Drovetti,%20Bernardino,%201776-1852.	http://example.org/1000231#Agent100-13
Curto, Silvio.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Curto,%20Silvio.	http://example.org/1000231#Agent700-29
Donatelli, Laura.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donatelli,%20Laura.	http://example.org/1000231#Agent700-30
Maturo, Graciela, 1928-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maturo,%20Graciela,%201928-	http://example.org/1403173#Agent700-23
Centro de Estudios Latinoamericanos (Argentina)	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Centro%20de%20Estudios%20Latinoamericanos%20(Argentina)	http://example.org/1403173#Agent710-24
Pärt, Arvo.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pärt,%20Arvo.	http://example.org/1372606#Agent100-15
Brentano, Clemens, 1778-1842.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brentano,%20Clemens,%201778-1842.	http://example.org/1372606#Agent700-28
Dahmen, Wolfgang.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dahmen,%20Wolfgang.	http://example.org/1327805#Agent100-14
Québec (Province). Assemblée nationale. Commission permanente de la culture.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Assemblée%20nationale.%20Commission%20permanente%20de%20la %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20culture.	http://example.org/1298184#Agent710-24
Rachmaninoff, Sergei, 1873-1943.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rachmaninoff,%20Sergei,%201873-1943.	http://example.org/1317439#Agent100-12
Donohoe, Peter.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donohoe,%20Peter.	http://example.org/1317439#Agent700-24
EUROGRAPHICS '85 (1985 ; Nice, France)	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUROGRAPHICS%20'85%20(1985%20;%20Nice,%20France)	http://example.org/1339335#Agent111-12
Vandoni, C. E.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vandoni,%20C.%20E.	http://example.org/1339335#Agent700-22
European Association for Computer Graphics.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Association%20for%20Computer%20Graphics.	http://example.org/1339335#Agent710-23
EUROGRAPHICS '85.	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUROGRAPHICS%20'85.	http://example.org/1339335#Agent711-24
World Eagle, Inc.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Eagle,%20Inc.	http://example.org/1303935#Agent110-14
Saunders, Duane.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saunders,%20Duane.	http://example.org/1316903#Agent100-12
Gourse, Leslie.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gourse,%20Leslie.	http://example.org/1349670#Agent100-12
Rosson, Philip J.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosson,%20Philip%20J.	http://example.org/1342180#Agent700-21
Canada. Dept. of External Affairs.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20External%20Affairs.	http://example.org/1342180#Agent710-22
Dalhousie University. Centre for International Business Studies.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dalhousie%20University.%20Centre%20for%20International%20Business %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Studies.	http://example.org/1342180#Agent710-23
Londeix, Jean-Marie, 1932-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Londeix,%20Jean-Marie,%201932-	http://example.org/1328517#Agent100-12
Henak, Richard M.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henak,%20Richard%20M.	http://example.org/1301990#Agent100-12
Wright, R. Thomas.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wright,%20R.%20Thomas.	http://example.org/1301983#Agent100-12
Wright, R. Thomas.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wright,%20R.%20Thomas.	http://example.org/1301987#Agent100-12
Henak, Richard M.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Henak,%20Richard%20M.	http://example.org/1301987#Agent700-26
Larrain, Gilles.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Larrain,%20Gilles.	http://example.org/1371885#Agent700-21
Clyne, Jim.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Clyne,%20Jim.	http://example.org/1371885#Agent700-22
Walton, William, 1902-1983.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Walton,%20William,%201902-1983.	http://example.org/1373011#Agent100-13
Sitwell, Edith, 1887-1964.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sitwell,%20Edith,%201887-1964.	http://example.org/1373011#Agent700-32
Chicago Pro Musica.,	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Chicago%20Pro%20Musica.,	http://example.org/1373011#Agent710-36
Ram, Bali.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ram,%20Bali.	http://example.org/1295879#Agent100-16
Romani͡uk, A.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Romani͡uk,%20A.	http://example.org/1295879#Agent700-30
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.	http://example.org/1295879#Agent710-31
Canada. Dept. of Indian Affairs and Northern Development.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Indian%20Affairs%20and%20Northern %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development.	http://example.org/1295879#Agent710-32
Statistics Canada.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.	http://example.org/1295879#Agent710-33
Yang, Emoretta.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Yang,%20Emoretta.	http://example.org/1346663#Agent100-10
Korf, Kumi.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Korf,%20Kumi.	http://example.org/1346663#Agent700-22
Weis, Elisabeth, 1944-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Weis,%20Elisabeth,%201944-	http://example.org/1375638#Agent700-26
Belton, John.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belton,%20John.	http://example.org/1375638#Agent700-27
Franck, Irene M.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Franck,%20Irene%20M.	http://example.org/1000802#Agent100-12
Brownstone, David M.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brownstone,%20David%20M.	http://example.org/1000802#Agent700-29
Grunsell, Rob.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grunsell,%20Rob.	http://example.org/1309360#Agent100-14
Great Britain. School Curriculum Development Committee.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Great%20Britain.%20School%20Curriculum%20Development %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Committee.	http://example.org/1309360#Agent710-26
Fraser, George MacDonald, 1925-2008.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fraser,%20George%20MacDonald,%201925-2008.	http://example.org/1348705#Agent100-13
Kobayashi, Terry, 1939-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kobayashi,%20Terry,%201939-	http://example.org/1386728#Agent100-13
Bird, Michael S., 1941-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bird,%20Michael%20S.,%201941-	http://example.org/1386728#Agent700-25
Price, Elizabeth.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Price,%20Elizabeth.	http://example.org/1386728#Agent700-26
Ontario Heritage Foundation.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ontario%20Heritage%20Foundation.	http://example.org/1386728#Agent710-27
Ontario. Ministry of Citizenship and Culture.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ontario.%20Ministry%20of%20Citizenship%20and%20Culture.	http://example.org/1386728#Agent710-28
Robert McLaughlin Gallery.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Robert%20McLaughlin%20Gallery.	http://example.org/1386728#Agent710-29
Alberta. Home Economics Branch.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Home%20Economics%20Branch.	http://example.org/1358427#Agent710-21
Messer, Margaret.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Messer,%20Margaret.	http://example.org/1373735#Agent700-25
Saskatchewan Society for Education Through Art.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saskatchewan%20Society%20for%20Education%20Through%20Art.	http://example.org/1373735#Agent710-26
Brainerd, Walter S.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brainerd,%20Walter%20S.	http://example.org/1309894#Agent100-13
Goldberg, Charles H.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Goldberg,%20Charles%20H.	http://example.org/1309894#Agent700-24
Gross, Jonathan L.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gross,%20Jonathan%20L.	http://example.org/1309894#Agent700-25
Rosenberg, M. R. (Marilyn R.)	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosenberg,%20M.%20R.%20(Marilyn%20R.)	http://example.org/1375302#Agent100-10
Hibbert, Joyce, 1923-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hibbert,%20Joyce,%201923-	http://example.org/1373592#Agent100-15
Caplan, Jay.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Caplan,%20Jay.	http://example.org/1001394#Agent100-15
Peyton, K. M.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Peyton,%20K.%20M.	http://example.org/1001989#Agent100-13
Smith, Lesley.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Smith,%20Lesley.	http://example.org/1001989#Agent700-24
Bakunin, Mikhail Aleksandrovich, 1814-1876.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bakunin,%20Mikhail%20Aleksandrovich,%201814-1876.	http://example.org/1318946#Agent100-14
Cutler, Robert M.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cutler,%20Robert%20M.	http://example.org/1318946#Agent700-26
Vaillant, Janet G.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaillant,%20Janet%20G.	http://example.org/1329058#Agent100-11
Gastech LNG &amp; LPG Conference. (10th : 1984 : Amsterdam, Holland)	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Gastech%20LNG%20&amp;%20LPG%20Conference.%20(10th%20:%201984%20:%20Amsterdam, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Holland)	http://example.org/1002810#Agent111-10
Gastech Ltd.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Gastech%20Ltd.	http://example.org/1002810#Agent710-25
Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Ecole%20polytechnique%20(France).%20Centre%20de%20recherche%20sur %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20l'épistémologie%20et%20l'autonomie.	http://example.org/1383488#Agent710-21
White, D. W. R.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22White,%20D.%20W.%20R.	http://example.org/1309985#Agent700-22
New Zealand. Dept. of Scientific and Industrial Research.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22New%20Zealand.%20Dept.%20of%20Scientific%20and%20Industrial %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research.	http://example.org/1309985#Agent710-23
EUCARPIA Meeting of the Cereal Section on Triticale (1984 : Clermont-Ferrand, France)	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22EUCARPIA%20Meeting%20of%20the%20Cereal%20Section%20on%20Triticale%20(1984%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Clermont-Ferrand,%20France)	http://example.org/1359151#Agent111-10
Bernard, S.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bernard,%20S.	http://example.org/1359151#Agent700-22
Bernard, M. (Michel)	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bernard,%20M.%20(Michel)	http://example.org/1359151#Agent700-23
Eucarpia.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Eucarpia.	http://example.org/1359151#Agent710-24
Scholl, David W.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Scholl,%20David%20W.	http://example.org/1319655#Agent700-24
Vallier, T. L. (Tracy L.)	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vallier,%20T.%20L.%20(Tracy%20L.)	http://example.org/1319655#Agent700-25
Circum-Pacific Council for Energy and Mineral Resources.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Circum-Pacific%20Council%20for%20Energy%20and%20Mineral %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Resources.	http://example.org/1319655#Agent710-26
Compton, Robert R.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Compton,%20Robert%20R.	http://example.org/1350201#Agent100-13
Thiem, Gunther.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Thiem,%20Gunther.	http://example.org/1371328#Agent700-20
Institut für Auslandsbeziehungen.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institut%20für%20Auslandsbeziehungen.	http://example.org/1371328#Agent710-21
Ashley, Gail Mowry.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ashley,%20Gail%20Mowry.	http://example.org/1298265#Agent700-21
Shaw, John, M.D.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shaw,%20John,%20M.D.	http://example.org/1298265#Agent700-22
Smith, Norman Kemp, 1872-1958.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Smith,%20Norman%20Kemp,%201872-1958.	http://example.org/1298265#Agent700-23
Society of Economic Paleontologists and Mineralogists.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20of%20Economic%20Paleontologists%20and%20Mineralogists.	http://example.org/1298265#Agent710-24
Kyle, Hedi.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kyle,%20Hedi.	http://example.org/1339679#Agent100-10
Macdonald, John, 1945-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Macdonald,%20John,%201945-	http://example.org/1339768#Agent100-11
Minnick, William H.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Minnick,%20William%20H.	http://example.org/1298603#Agent100-12
Boudinot, André.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Boudinot,%20André.	http://example.org/1392757#Agent700-25
Wheble, B. S. (Bernard S.)	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wheble,%20B.%20S.%20(Bernard%20S.)	http://example.org/1392757#Agent700-26
International Chamber of Commerce.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Chamber%20of%20Commerce.	http://example.org/1392757#Agent710-27
Ha, Tae Hung.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ha,%20Tae%20Hung.	http://example.org/1385543#Agent100-12
Grass, Günter, 1927-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grass,%20Günter,%201927-	http://example.org/1002120#Agent700-22
Wolff, Rudolf.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolff,%20Rudolf.	http://example.org/1002120#Agent700-23
Koniecko, Edward S., 1913-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koniecko,%20Edward%20S.,%201913-	http://example.org/1298993#Agent100-12
Sulitzer, Paul-Loup, 1946-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sulitzer,%20Paul-Loup,%201946-	http://example.org/1400896#Agent100-12
Harbach, Barbara.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harbach,%20Barbara.	http://example.org/1312517#Agent100-15
Paikowsky, Sandra, 1945-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Paikowsky,%20Sandra,%201945-	http://example.org/1337589#Agent100-14
Concordia Art Gallery.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Concordia%20Art%20Gallery.	http://example.org/1337589#Agent710-26
Sampara, Paul.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sampara,%20Paul.	http://example.org/1372123#Agent100-13
Canadian Centre for Occupational Health and Safety.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.	http://example.org/1372123#Agent710-28
World Health Organization. Regional Office for Africa.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Health%20Organization.%20Regional%20Office%20for%20Africa.	http://example.org/1348121#Agent710-25
Study Group on Health-Related Population Issues (1985 : Brazzaville, Congo)	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Study%20Group%20on%20Health-Related%20Population%20Issues%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Brazzaville,%20Congo)	http://example.org/1348121#Agent711-26
Löhr, Helmut, 1955-2010.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Löhr,%20Helmut,%201955-2010.	http://example.org/1333615#Agent700-23
Pilling, Ann.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pilling,%20Ann.	http://example.org/1001724#Agent100-13
Clifford, Rowan.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Clifford,%20Rowan.	http://example.org/1001724#Agent700-23
Santmyer, Helen Hooven, 1895-1986.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Santmyer,%20Helen%20Hooven,%201895-1986.	http://example.org/1321220#Agent100-12
Bielawski, E.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bielawski,%20E.	http://example.org/1408285#Agent700-25
Pérez, Janet.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Janet.	http://example.org/1336681#Agent700-24
Pérez, Genaro J.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pérez,%20Genaro%20J.	http://example.org/1336681#Agent700-25
Simone, Sam P., 1945-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Simone,%20Sam%20P.,%201945-	http://example.org/1378225#Agent100-12
Wilshere, E. R.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilshere,%20E.%20R.	http://example.org/1313298#Agent700-28
Cochrane, G. M.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cochrane,%20G.%20M.	http://example.org/1313298#Agent700-29
Oxfordshire Area Health Authority.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oxfordshire%20Area%20Health%20Authority.	http://example.org/1313298#Agent710-30
Shook, E. Victoria.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shook,%20E.%20Victoria.	http://example.org/1382918#Agent100-12
Fred Hersch Trio.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Fred%20Hersch%20Trio.	http://example.org/1369450#Agent110-12
Hersch, Fred.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hersch,%20Fred.	http://example.org/1369450#Agent700-24
Johnson, Marc, 1953-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20Marc,%201953-	http://example.org/1369450#Agent700-25
Baron, Joey.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baron,%20Joey.	http://example.org/1369450#Agent700-26
Halton, David M. (David Michael), 1948-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Halton,%20David%20M.%20(David%20Michael),%201948-	http://example.org/1372115#Agent100-13
Canadian Centre for Occupational Health and Safety.	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.	http://example.org/1372115#Agent710-24
Le Blanc, Charles.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Blanc,%20Charles.	http://example.org/1365454#Agent100-12
Pâclişanu, Zenobius.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pâclişanu,%20Zenobius.	http://example.org/1379603#Agent100-14
Le Magnen, Jacques.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Le%20Magnen,%20Jacques.	http://example.org/1353902#Agent100-17
Jones, Meredith L.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jones,%20Meredith%20L.	http://example.org/1367064#Agent700-24
Finamore, John F., 1951-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Finamore,%20John%20F.,%201951-	http://example.org/1401638#Agent100-12
McDonald, Donna, 1942-	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McDonald,%20Donna,%201942-	http://example.org/1373720#Agent100-14
Ewing, Juliana Horatia, 1841-1885.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ewing,%20Juliana%20Horatia,%201841-1885.	http://example.org/1373720#Agent700-25
Monteverdi, Claudio, 1567-1643.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Monteverdi,%20Claudio,%201567-1643.	http://example.org/1345144#Agent100-15
Jacobsen, Karin.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Karin.	http://example.org/1345144#Agent700-28
Jacobsen, Jens Peter.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jacobsen,%20Jens%20Peter.	http://example.org/1345144#Agent700-29
Mozzarelli, Cesare.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mozzarelli,%20Cesare.	http://example.org/1349153#Agent700-24
Olmi, Giuseppe.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Olmi,%20Giuseppe.	http://example.org/1349153#Agent700-25
Convegno di studi storici (1984 : Trento, Italy)	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici%20(1984%20:%20Trento,%20Italy)	http://example.org/1349153#Agent711-26
Convegno di studi storici.	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20storici.	http://example.org/1349153#Agent711-27
Plautus, Titus Maccius.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Plautus,%20Titus%20Maccius.	http://example.org/1306245#Agent100-12
Uberti, Maria Luisa.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Uberti,%20Maria%20Luisa.	http://example.org/1306245#Agent700-25
Alberta. Settlement Services.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Settlement%20Services.	http://example.org/1385748#Agent710-26
Alberta. Immigration and Settlement Branch.	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Immigration%20and%20Settlement%20Branch.	http://example.org/1385748#Agent710-27
Honadle, George.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Honadle,%20George.	http://example.org/1401550#Agent100-13
VanSant, Jerry.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22VanSant,%20Jerry.	http://example.org/1401550#Agent700-24
Dukelow, S. G.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dukelow,%20S.%20G.	http://example.org/1353280#Agent100-10
Blazuk, Julia.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Blazuk,%20Julia.	http://example.org/1372937#Agent100-10
Soper, Judy.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Soper,%20Judy.	http://example.org/1372937#Agent700-23
Peterson, Cynthia.	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Peterson,%20Cynthia.	http://example.org/1372937#Agent700-24
