Column 1	Column 2	Column 3	VIAF-ID	Column 4	blank
The thrust of Commission policy : statement by Jacques Delors, President of the Commission, to the European Parliament and extracts from his reply to the ensuing debate, Strasbourg, 14 and 15 January 1985.	Delors, Jacques.	Delors, Jacques. | The thrust of Commission policy : statement by Jacques Delors, President of the Commission, to the European Parliament and extracts from his reply to the ensuing debate, Strasbourg, 14 and 15 January 1985.		http://example.org/1353990#Work	blank
Bulletin of the European Communities. Supplement ;	Delors, Jacques.	Delors, Jacques. | Bulletin of the European Communities. Supplement ;		http://example.org/1353990#Work830-23	blank
The transition to responsible government : British policy in British North America, 1815-1850 /	Buckner, Phillip A. (Phillip Alfred), 1942-	Buckner, Phillip A. (Phillip Alfred), 1942- | The transition to responsible government : British policy in British North America, 1815-1850 /		http://example.org/1344527#Work	blank
Contributions in comparative colonial studies ;	Buckner, Phillip A. (Phillip Alfred), 1942-	Buckner, Phillip A. (Phillip Alfred), 1942- | Contributions in comparative colonial studies ;		http://example.org/1344527#Work830-33	blank
The United States, transnational business, and the law : proceedings of the International Law Symposium of the Columbia Law School Alumni Association and the Columbia Law School Association of the United Kingdom, Cambridge, England, June, 1984 /	International Law Symposium (1984 : Cambridge, England)	International Law Symposium (1984 : Cambridge, England) | The United States, transnational business, and the law : proceedings of the International Law Symposium of the Columbia Law School Alumni Association and the Columbia Law School Association of the United Kingdom, Cambridge, England, June, 1984 /		http://example.org/1359670#Work	blank
The unknown Jennifer Dickson : a 25 year retrospective, 1959-1984 ; graphics, etchings, silkscreens, mezzoscreens, paintings, drawings, shadow-boxes, sculpture, cibachromes /	Galerie Dresdnere.	Galerie Dresdnere. | The unknown Jennifer Dickson : a 25 year retrospective, 1959-1984 ; graphics, etchings, silkscreens, mezzoscreens, paintings, drawings, shadow-boxes, sculpture, cibachromes /		http://example.org/1405672#Work	blank
Femme dans la décoration moderne. English	Klinger, Julius.	Klinger, Julius. | Femme dans la décoration moderne. English		http://example.org/1406755#Work	blank
Dover pictorial archive series.	Klinger, Julius.	Klinger, Julius. | Dover pictorial archive series.		http://example.org/1406755#Work830-26	blank
The work of a common woman /	Grahn, Judy, 1940-	Grahn, Judy, 1940- | The work of a common woman /		http://example.org/1296705#Work	blank
Threads : a tapestry of self and career exploration /	Barkhaus, Robert S.	Barkhaus, Robert S. | Threads : a tapestry of self and career exploration /		http://example.org/1370298#Work	blank
Spanish songs.	Wallach, Joelle.	Wallach, Joelle. | Spanish songs.		http://example.org/1345390#Work	blank
Toward excellence in secondary vocational education : using cognitive psychology in curriculum planning /	Laster, Janet F.	Laster, Janet F. | Toward excellence in secondary vocational education : using cognitive psychology in curriculum planning /		http://example.org/1001985#Work	blank
Using cognitive psychology in curriculum planning.		 | Using cognitive psychology in curriculum planning.		http://example.org/1001985#Work740-24	blank
Information series (National Center for Research in Vocational Education (U.S.)) ;	Laster, Janet F.	Laster, Janet F. | Information series (National Center for Research in Vocational Education (U.S.)) ;		http://example.org/1001985#Work830-25	blank
Towards empowerment : report of an FAO-FFHC/AD South Asian Training for Women Development Workers, October-December 1983 /	Bhasin, Kamla, 1946-	Bhasin, Kamla, 1946- | Towards empowerment : report of an FAO-FFHC/AD South Asian Training for Women Development Workers, October-December 1983 /		http://example.org/1375144#Work	blank
Report of an FAO-FFHC/AD South Asian Training for Women Development Workers.		 | Report of an FAO-FFHC/AD South Asian Training for Women Development Workers.		http://example.org/1375144#Work740-27	blank
Transducers in measurement and control /	Sydenham, P. H.	Sydenham, P. H. | Transducers in measurement and control /		http://example.org/1001983#Work	blank
Travaux d'epistemologie generale.	Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie.	Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie. | Travaux d'epistemologie generale.		http://example.org/1386350#Work	blank
Cahier (Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie)	Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie.	Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie. | Cahier (Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie)		http://example.org/1386350#Work830-20	blank
Tudor Ireland : crown, community, and the conflict of cultures, 1470-1603 /	Ellis, Steven G., 1950-	Ellis, Steven G., 1950- | Tudor Ireland : crown, community, and the conflict of cultures, 1470-1603 /		http://example.org/1398100#Work	blank
Trio sonatas, violins, continuo, op. 3	Sammartini, Giuseppe, 1695-1750.	Sammartini, Giuseppe, 1695-1750. | Trio sonatas, violins, continuo, op. 3	179454800	http://example.org/1345043#Work	blank
Chamber music from Georgian England. Trio sonatas. ;	Sammartini, Giuseppe, 1695-1750.	Sammartini, Giuseppe, 1695-1750. | Chamber music from Georgian England. Trio sonatas. ;		http://example.org/1345043#Work830-26	blank
Trio sonatas, violins, continuo	Boyce, William, 1711-1779.	Boyce, William, 1711-1779. | Sonatas, violins (2), continuo (1747)	185221168	http://example.org/1345044#Work	blank
Chamber music from Georgian England. Trio sonatas. ;	Boyce, William, 1711-1779.	Boyce, William, 1711-1779. | Chamber music from Georgian England. Trio sonatas. ;		http://example.org/1345044#Work830-28	blank
Typology and historical linguistics : affixed person-marking paradigms /	Radics, Katalin.	Radics, Katalin. | Typology and historical linguistics : affixed person-marking paradigms /		http://example.org/1375986#Work	blank
Studia Uralo-Altaica. ;	Radics, Katalin.	Radics, Katalin. | Studia Uralo-Altaica. ;		http://example.org/1375986#Work830-22	blank
Überlieferungs-, Editions- und Interpretationsfragen zur mittelhochdeutschen Lyrik.	Moser, Hugo, 1909-1989.	Moser, Hugo, 1909-1989. | Überlieferungs-, Editions- und Interpretationsfragen zur mittelhochdeutschen Lyrik.		http://example.org/1388313#Work	blank
Zeitschrift für deutsche Philologie. Bd. 104 (Special number)		 | Zeitschrift für deutsche Philologie. Bd. 104 (Special number)		http://example.org/1388313#Work730-27	blank
Umetnost Rastka Petrovića : poeticko-stilisticka studija /	Čanović, Zoran.	Čanović, Zoran. | Umetnost Rastka Petrovića : poeticko-stilisticka studija /		http://example.org/1342951#Work	blank
Understanding futures markets /	Kolb, Robert W., 1949-	Kolb, Robert W., 1949- | Understanding futures markets /		http://example.org/1313666#Work	blank
Robert S. Hamada series in finance.	Kolb, Robert W., 1949-	Kolb, Robert W., 1949- | Robert S. Hamada series in finance.		http://example.org/1313666#Work830-26	blank
Une renaissance du cinéma : le cinéma underground américain : histoire, économie, esthétique /	Noguez, Dominique.	Noguez, Dominique. | Une renaissance du cinéma : le cinéma underground américain : histoire, économie, esthétique /		http://example.org/1385096#Work	blank
Collection d'esthétique. ;	Noguez, Dominique.	Noguez, Dominique. | Collection d'esthétique. ;		http://example.org/1385096#Work830-26	blank
Ungarns Aussenhandel : Beziehungen zum GATT, dem IWF und der Weltbank /	Friedländer, Michael.	Friedländer, Michael. | Ungarns Aussenhandel : Beziehungen zum GATT, dem IWF und der Weltbank /		http://example.org/1371344#Work	blank
Reprint-Serie. ;	Friedländer, Michael.	Friedländer, Michael. | Reprint-Serie. ;		http://example.org/1371344#Work830-21	blank
Unique financial reporting considerations for readers of forest products companies financial statements /	Bedient, Patricia M.	Bedient, Patricia M. | Unique financial reporting considerations for readers of forest products companies financial statements /		http://example.org/1319465#Work	blank
Studies in management and accounting for the forest products industries.	Bedient, Patricia M.	Bedient, Patricia M. | Studies in management and accounting for the forest products industries.		http://example.org/1319465#Work830-20	blank
Universalität der Menschenrechte : Idee und Realität /	Poppe, Eberhard.	Poppe, Eberhard. | Universalität der Menschenrechte : Idee und Realität /		http://example.org/1306329#Work	blank
Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse.	Poppe, Eberhard.	Poppe, Eberhard. | Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse.		http://example.org/1306329#Work830-22	blank
Unsinkable Bridget /	Higgins, Mary.	Higgins, Mary. | Unsinkable Bridget /		http://example.org/1346340#Work	blank
Uoči nadrealizma /	Ristić, Marko.	Ristić, Marko. | Uoči nadrealizma /		http://example.org/1368337#Work	blank
U potrazi za kulturnim identitetom /	Stojanović, Miroljub M.	Stojanović, Miroljub M. | U potrazi za kulturnim identitetom /		http://example.org/1362303#Work	blank
Biblioteka Niškog zbornika	Stojanović, Miroljub M.	Stojanović, Miroljub M. | Biblioteka Niškog zbornika		http://example.org/1362303#Work830-21	blank
Urbanization of rural land in Canada : land use change in Canada /	Canada. Lands Directorate.	Canada. Lands Directorate. | Urbanization of rural land in Canada : land use change in Canada /		http://example.org/1340028#Work	blank
Land use change in Canada.		 | Land use change in Canada.		http://example.org/1340028#Work740-26	blank
Using language in the classroom /	Lemke, J. L. (Jay L.)	Lemke, J. L. (Jay L.) | Using language in the classroom /		http://example.org/1312765#Work	blank
Specialised curriculum, language and learning.		 | Specialised curriculum, language and learning.		http://example.org/1312765#Work740-24	blank
Vancouver urban-centred region 1976-1982 : land use change in Canada /	Canada. Lands Directorate.	Canada. Lands Directorate. | Vancouver urban-centred region 1976-1982 : land use change in Canada /		http://example.org/1340029#Work	blank
Land use change in Canada.		 | Land use change in Canada.		http://example.org/1340029#Work740-25	blank
Victoria urban-centred region 1976-1980 : land use change in Canada /	Canada. Lands Directorate.	Canada. Lands Directorate. | Victoria urban-centred region 1976-1980 : land use change in Canada /		http://example.org/1340030#Work	blank
Land use change in Canada.		 | Land use change in Canada.		http://example.org/1340030#Work740-25	blank
Vom künstlerisch gestalteten Hartporzellan Böttgers zum technischen Porzellan im 19. Jahrhundert /	Forberger, Rudolf, 1910-	Forberger, Rudolf, 1910- | Vom künstlerisch gestalteten Hartporzellan Böttgers zum technischen Porzellan im 19. Jahrhundert /		http://example.org/1306716#Work	blank
Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse.	Forberger, Rudolf, 1910-	Forberger, Rudolf, 1910- | Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse.		http://example.org/1306716#Work830-26	blank
Von der Macht der Bilder : Kunst und Reformation /	Ullmann, Ernst.	Ullmann, Ernst. | Von der Macht der Bilder : Kunst und Reformation /		http://example.org/1313855#Work	blank
Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse. ;	Ullmann, Ernst.	Ullmann, Ernst. | Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse. ;		http://example.org/1313855#Work830-25	blank
Voždova nesanica /	Đoković, Milan, 1908-1993.	Đoković, Milan, 1908-1993. | Voždova nesanica /		http://example.org/1352762#Work	blank
Savremenik ;	Đoković, Milan, 1908-1993.	Đoković, Milan, 1908-1993. | Savremenik ;		http://example.org/1352762#Work830-19	blank
Walking aids /	Wilshere, E. R.	Wilshere, E. R. | Walking aids /		http://example.org/1313296#Work	blank
Equipment for the disabled (Series)	Wilshere, E. R.	Wilshere, E. R. | Equipment for the disabled (Series)		http://example.org/1313296#Work830-31	blank
Was brachte der RGW-Gipfel vom Juni 1984? /	Levcik, Friedrich.	Levcik, Friedrich. | Was brachte der RGW-Gipfel vom Juni 1984? /		http://example.org/1371341#Work	blank
Reprint-Serie. ;	Levcik, Friedrich.	Levcik, Friedrich. | Reprint-Serie. ;		http://example.org/1371341#Work830-22	blank
Welding skills /	Giachino, Joseph William, 1906-2000.	Giachino, Joseph William, 1906-2000. | Welding skills and practices	309273022	http://example.org/1304572#Work	blank
Western defense, the European role in NATO /	Eurogroup.	Eurogroup. | Western defense, the European role in NATO /		http://example.org/1372802#Work	blank
Whaling of gray whales (eschrichtius gibbobus) and its significance in the life of the aboriginal population on the Chukotka Peninsula /	Vol'phson, A. G.	Vol'phson, A. G. | Whaling of gray whales (eschrichtius gibbobus) and its significance in the life of the aboriginal population on the Chukotka Peninsula /		http://example.org/1359618#Work	blank
What tadoo	Alberta Educational Communications Corporation.	Alberta Educational Communications Corporation. | What tadoo		http://example.org/1372048#Work	blank
